Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
1,39,1,9119,1,10,0.03690696313447821,1,34,37,0,0,0.12581732437763296,1,0,0,1,1,0,43,0,0,5,0,0,-2.1971023927998017,0,0,5,0,0,-1.963488622985818,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,43,1,9147,1,1,0.5601558572210751,1,37,37,6,6,-0.28163099745552245,0,0,0,1,0,0,55,0,0,5,10,1,-0.1323159688549327,0,0,5,8,2,0.3396775219049759,2,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
4,39,1,9991,0,1,-0.9565076038994943,1,19,19,9,3,-0.9031623358450809,1,0,0,1,0,0,39,0,0,5,8,5,0.0741626735395542,0,0,5,5,5,0.2629053170752827,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,44,1,9130,1,39,-0.9565076038994943,6,4,4,3,6,-0.48190220649215837,0,0,1,0,0,0,20,1,2,6,13,3,0.21181510180254534,0,1,6,11,3,0.3396775219049759,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,5,9773,1,1,-0.5015085655633235,1,3,3,2,2,-0.4059372651334349,0,0,1,1,0,0,18,0,0,6,6,4,0.4355002977299062,0,0,5,5,0,-1.963488622985818,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,2,9147,1,1,0.02932364582887579,1,3,19,2,7,-0.454278591452622,1,0,0,1,0,0,22,0,0,5,5,5,0.8587815146386045,0,0,5,5,5,1.0690134677870606,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,6,9500,1,1,-2.2456715458519785,1,1,3,2,2,-1.8216475359096513,1,1,0,1,0,0,22,0,0,7,9,5,0.678732138470612,0,0,8,9,7,0.7893432930503211,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9773,1,1,-0.9565076038994943,1,1,38,5,5,-0.3852195538537822,0,0,0,0,0,0,20,0,0,6,7,4,0.48711995832852795,0,0,6,7,5,0.6851524436385951,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,39,1,9991,0,1,0.03690696313447821,1,37,37,9,9,-1.1932102937602085,0,0,0,1,0,0,29,0,0,5,0,0,-2.1971023927998017,0,0,5,0,0,-1.963488622985818,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,1,9991,0,1,1.6218202800054737,1,38,38,4,5,0.4918302236514829,0,0,0,1,0,0,24,0,0,5,9,2,0.17740199473679763,0,0,5,11,3,0.7875153834115193,1,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,17,2,9238,1,1,-0.19817587333920963,1,19,19,9,9,0.04294647925902397,1,0,0,1,0,0,18,0,0,6,6,6,0.21181510180254534,0,0,6,8,5,0.5699941363940552,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,6,9500,1,1,-0.04650952722715268,1,37,19,7,7,0.37442985973345594,1,0,0,1,0,1,22,0,0,7,8,6,0.593800590232346,0,0,8,9,7,0.6796687147221885,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,44,1,8014,0,39,-0.19817587333920963,1,1,19,9,9,0.4434888973322958,0,0,0,1,0,1,21,0,3,6,6,6,0.17740199473679763,0,2,6,7,6,0.5864453231432754,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9238,1,1,0.48432268416504665,1,37,38,9,9,-0.06064207713923577,0,0,0,1,0,1,19,0,0,6,7,5,0.3494675300655368,0,0,6,7,6,0.49961961530017,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,39,1,9254,1,1,-0.19817587333920963,1,19,38,9,7,-0.9307859508846172,0,0,0,1,0,1,24,0,0,6,6,6,0.6247723865915191,0,0,6,6,6,0.7555269647324803,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9500,1,1,0.48432268416504665,1,37,38,6,6,-0.39212545761366674,1,0,0,1,0,1,19,0,0,8,10,6,0.24622820886829339,0,0,8,10,6,0.30768910322593723,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,1,9773,1,1,-0.425675392507295,1,1,19,7,7,-0.35759593881424684,1,0,0,1,0,1,20,0,0,6,11,4,0.6935986007230148,0,0,6,12,3,0.1477470098307431,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,3,9130,1,1,2.6076515297338436,1,37,37,90,90,2.2321179711422476,0,0,0,1,0,0,19,0,0,5,7,5,0.8410833452905053,0,0,5,5,5,1.0690134677870606,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,39,1,9991,0,1,-0.19817587333920963,1,38,38,9,9,-0.48190220649215837,0,0,0,1,0,0,27,0,0,5,12,5,-0.008428783418240623,0,0,5,10,5,0.1477470098307431,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,1,9500,1,1,-0.19817587333920963,1,1,19,5,5,0.1465350356572837,1,0,0,1,0,0,18,0,0,7,9,7,0.496296786879394,0,0,8,10,8,0.6458066886633773,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
2,7,1,9254,1,3,-0.19817587333920963,1,1,3,4,3,0.20868816949623997,0,0,0,1,0,0,39,0,0,6,10,0,-2.1971023927998017,0,0,6,6,0,-1.963488622985818,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,39,1,9130,1,40,-0.2740090463952381,1,3,3,2,2,1.9558818207468884,1,0,0,1,0,0,27,0,0,6,9,5,0.48711995832852795,0,5,11,13,10,0.5124149827717855,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,17,1,9500,1,1,0.6359890302771035,1,38,38,7,10,0.8854667379648711,1,0,0,1,0,0,18,0,0,8,8,8,0.8866561313618602,0,0,8,8,8,0.9029935748428493,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,3,171,1,1,-0.577341738619352,1,38,37,4,9,-0.8133855869665894,1,0,0,1,0,0,18,0,0,0,0,0,-2.1971023927998017,0,0,0,0,0,-1.963488622985818,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,2,9500,1,1,-0.577341738619352,1,19,19,9,9,-0.8341032982462411,0,0,0,1,0,0,18,0,0,7,8,6,0.5146504439811261,0,0,8,12,7,0.38217642100712745,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,44,1,9238,1,39,-0.19817587333920963,1,19,1,9,9,0.33990034093403604,0,0,0,1,0,1,21,0,3,6,7,6,0.28064131593404107,0,2,6,7,6,0.3396775219049759,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,17,3,171,1,1,0.02932364582887579,1,1,37,4,7,-0.06754798089911936,1,0,0,1,1,1,19,0,0,0,0,0,-2.1971023927998017,0,0,0,0,0,-1.963488622985818,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,17,1,9070,1,1,-0.425675392507295,1,1,1,3,4,0.22249997701600713,1,0,0,1,1,0,19,0,0,6,6,5,0.15675413049734901,0,0,6,8,1,-0.04418350224348972,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,43,1,9070,1,1,-1.2598402961236081,1,1,1,3,3,-0.4197490726532021,0,0,0,1,1,0,24,0,0,6,6,0,-2.1971023927998017,0,0,6,6,0,-1.963488622985818,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
4,42,1,9500,1,19,0.03690696313447821,1,1,1,5,5,-0.06754798089911936,1,0,0,1,1,0,29,0,2,7,10,5,0.2599934516945925,0,1,8,10,5,0.1477470098307431,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,1,3,171,1,1,0.48432268416504665,1,19,19,5,3,0.08438190181832748,1,0,0,1,1,1,19,0,0,0,0,0,-2.1971023927998017,0,0,0,0,0,-1.963488622985818,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,44,1,9003,1,39,-0.19817587333920963,1,19,37,9,9,0.20868816949623997,1,0,0,1,1,0,23,0,0,6,8,6,0.39862911158803355,0,0,6,7,6,0.4219334556510757,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,3,9147,1,1,-0.577341738619352,1,1,38,7,7,-0.4749963027322748,0,0,1,1,1,0,19,0,0,5,8,5,0.11545840201845144,0,0,5,10,4,0.09976438181218489,3,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,39,1,9254,1,1,2.0768193183416446,1,19,37,7,10,-1.863082958468955,0,0,0,1,1,0,26,0,0,6,7,6,0.28064131593404107,0,0,6,8,5,0.10936090741589667,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,17,1,9147,1,1,1.166821241669303,1,38,37,5,5,0.4849243198915993,0,0,0,1,1,0,18,0,0,5,9,0,-2.1971023927998017,0,0,5,5,0,-1.963488622985818,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,17,1,9500,1,1,1.3184875877813598,1,37,19,8,4,0.2639353995753126,0,0,0,1,1,0,24,0,0,7,8,7,0.2754793498741788,0,0,8,8,8,0.6755559180348834,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,171,1,1,0.6359890302771035,1,19,19,5,10,0.6092305875695118,1,0,0,1,1,0,19,0,0,0,0,0,-2.1971023927998017,0,0,0,0,0,-1.963488622985818,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,17,4,9254,1,1,-1.1081739500115513,1,38,37,5,7,-1.0550922185625287,1,0,0,1,1,0,18,0,0,6,12,3,0.21181510180254534,0,0,6,12,1,0.3396775219049759,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,2,9773,1,1,0.7118222033331321,1,38,38,9,9,0.40895937853287584,1,0,0,1,1,0,18,0,0,6,8,6,0.3494675300655368,0,0,6,11,3,0.4036543592630536,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,17,3,9147,1,1,-0.9565076038994943,1,19,19,4,7,-0.7926678756869375,1,0,1,1,1,0,18,0,0,5,8,3,-0.06348975472343693,0,0,5,11,3,0.12032836524870993,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,18,4,9254,1,1,-2.0181720266838927,1,19,37,7,7,-1.448728732875916,1,0,0,1,1,1,21,0,0,6,8,4,-0.029076647657689237,0,0,6,11,1,0.1477470098307431,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,17,4,9773,1,1,-0.8806744308434659,1,1,19,9,8,-0.4611844952125066,1,0,1,1,1,1,19,0,0,6,6,6,0.6247723865915191,0,0,6,6,6,0.5955848713372864,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,4,9500,1,1,1.3184875877813598,1,38,37,9,9,0.2639353995753126,0,0,0,1,1,1,22,0,0,7,7,7,0.8676305993126535,0,0,8,9,8,0.9261318643540206,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
2,39,1,8014,0,1,-0.9565076038994943,1,37,37,9,6,-0.6890793192886778,0,0,0,1,1,0,33,0,0,6,8,6,0.28064131593404107,0,0,6,6,6,0.27570068454689817,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,6,9853,1,1,-1.4115066422356652,1,19,19,9,9,-1.1586807749607886,1,0,0,1,1,0,20,0,0,6,8,5,0.3219370444129383,0,0,6,7,5,0.3780636243198223,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,1,9991,0,2,0.5601558572210751,1,3,3,2,2,1.9835054357864228,1,0,0,1,1,0,35,0,0,1,1,0,-2.1971023927998017,1,0,5,0,0,-1.963488622985818,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,1,9003,1,4,2.0768193183416446,1,3,3,4,2,3.689263664477768,0,0,1,1,1,0,24,0,6,12,17,6,0.31505442299978875,0,7,12,14,10,0.5891871876014787,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,17,1,9254,1,1,-0.9565076038994943,1,19,19,4,4,-0.10207749969853928,0,0,0,1,1,0,18,0,0,5,6,5,0.28064131593404107,0,0,5,8,3,0.2117238471888208,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
2,39,1,8014,0,1,-0.19817587333920963,1,37,37,9,6,-1.1724925824805565,1,0,0,1,0,0,33,0,0,6,7,6,0.0741626735395542,0,0,6,11,5,0.1477470098307431,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,42,1,9500,1,1,2.0768193183416446,1,37,38,9,7,2.349518335060275,1,0,0,1,0,1,22,0,0,8,8,7,0.503638249720087,0,0,8,8,7,0.5469624749451474,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,9670,1,1,-0.9565076038994943,1,1,19,4,5,-1.863082958468955,0,0,0,1,0,1,25,0,0,5,7,4,-0.029076647657689237,0,0,5,7,5,0.2629053170752827,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,1,9070,1,1,-0.6531749116753804,1,19,38,4,0,-0.6476438967293743,1,0,0,1,1,0,20,0,0,6,9,6,0.005336459408058453,1,0,6,6,5,0.1861331122455895,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,6,9147,1,1,0.7876553763891605,1,38,37,9,9,0.1189114206177474,1,0,0,1,1,0,23,0,0,5,6,4,0.6935986007230148,0,0,5,5,5,0.6851524436385951,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,43,2,9119,1,1,-1.3356734691796368,1,38,19,9,6,-1.0205626997631088,1,0,1,1,1,0,18,0,0,5,9,2,-0.1323159688549327,0,0,5,9,0,-1.963488622985818,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,39,1,9500,1,1,0.03690696313447821,1,1,1,4,10,-1.8078357283898834,0,0,0,1,1,0,24,0,0,7,18,0,-2.1971023927998017,0,0,7,7,0,-1.963488622985818,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,17,2,9773,1,1,0.03690696313447821,41,19,1,9,9,-1.5177877704747558,1,0,0,0,0,0,21,1,0,6,6,6,0.6935986007230148,0,0,6,6,6,0.6275732900163251,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,15,1,9130,1,1,0.03690696313447821,41,1,1,4,4,-1.863082958468955,0,0,0,1,0,0,26,1,0,6,7,2,0.28064131593404107,1,0,6,6,0,-1.963488622985818,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
2,39,1,9853,1,10,0.03690696313447821,1,37,34,0,0,-0.7926678756869375,0,0,0,1,0,0,39,0,0,6,12,3,0.4182937441970322,0,0,6,14,0,-1.963488622985818,1,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
2,39,1,8014,0,1,0.03690696313447821,1,37,19,9,9,-0.8962564320851973,0,0,0,1,0,0,44,0,2,8,11,8,0.25483148563473024,0,0,6,7,6,0.4036543592630536,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,15,1,9119,1,1,-0.19817587333920963,26,38,3,9,2,0.6921014326881187,1,0,0,1,1,0,19,1,0,5,9,5,0.6935986007230148,0,0,5,11,3,0.5795906619977669,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,1,5,9773,1,1,0.18098999194093274,1,37,1,5,5,-0.1435129222578428,1,0,0,1,0,0,18,0,0,6,6,6,0.6247723865915191,0,0,6,6,6,0.5955848713372864,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,5,9500,1,1,-0.04650952722715268,1,37,37,7,7,-0.4611844952125066,1,0,0,1,0,1,18,0,0,7,7,7,0.6419789401243932,0,0,8,9,8,0.8152386796000198,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9085,1,1,0.18098999194093274,1,1,2,9,1,0.5056420311712521,1,0,0,1,0,0,19,0,0,5,7,5,0.7348943292019121,2,0,5,7,5,0.6851524436385951,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,1,4,9500,1,1,-1.3356734691796368,1,3,3,2,2,-1.0689040260822968,1,0,1,0,0,0,19,0,0,7,10,4,0.2723821702382618,0,0,7,7,0,-1.963488622985818,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,53,1,9085,1,42,-0.19817587333920963,1,38,38,9,9,0.12581732437763296,0,0,0,1,0,0,21,0,7,10,12,8,0.4613101280292171,0,4,9,14,5,0.6083802388089019,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,1,4,171,1,1,0.03690696313447821,1,1,1,9,10,-1.1724925824805565,1,0,0,1,0,0,20,0,0,0,0,0,-2.1971023927998017,0,0,0,0,0,-1.963488622985818,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
2,39,1,8014,0,1,-0.19817587333920963,1,37,37,6,5,-0.9307859508846172,1,0,0,1,0,0,36,0,0,6,0,0,-2.1971023927998017,0,0,6,0,0,-1.963488622985818,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
4,39,1,9003,1,12,0.03690696313447821,1,37,37,9,6,2.280459297461435,0,0,0,1,0,0,43,0,13,18,19,18,0.8240061643405852,0,10,13,14,13,0.7678302026859566,1,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
